      1 6 20 55.636994 6 20 55.636994 1460
      2 6 20 55.639366 6 20 55.639366 1460
      3 6 20 55.641654 6 20 55.641654 1460
      4 6 20 55.643940 6 20 55.643940 1460
      5 6 20 55.646228 6 20 55.646228 1460
      6 6 20 55.648473 6 20 55.648473 1460
      7 6 20 55.650804 6 20 55.650804 1460
      8 6 20 55.653092 6 20 55.653092 1460
      9 6 20 55.655380 6 20 55.655380 1460
     10 6 20 55.657668 6 20 55.657668 1460
     11 6 20 55.659956 6 20 55.659956 1460
     12 6 20 55.662246 6 20 55.662246 1460
     13 6 20 55.664532 6 20 55.664532 1460
     14 6 20 55.666823 6 20 55.666823 1460
     15 6 20 55.669114 6 20 55.669114 1460
     16 6 20 55.671401 6 20 55.671401 1460
     17 6 20 55.673695 6 20 55.673695 1460
     18 6 20 55.675975 6 20 55.675975 1460
     19 6 20 55.678263 6 20 55.678263 1460
     20 6 20 55.680554 6 20 55.680554 1460
     21 6 20 55.682842 6 20 55.682842 1460
     22 6 20 55.685132 6 20 55.685132 1460
     23 6 20 55.687415 6 20 55.687415 1460
     24 6 20 55.689708 6 20 55.689708 1460
     25 6 20 55.691992 6 20 55.691992 1460
     26 6 20 55.694285 6 20 55.694285 1460
     27 6 20 55.696573 6 20 55.696573 1460
     28 6 20 55.698861 6 20 55.698861 1460
     29 6 20 55.701149 6 20 55.701149 1460
     30 6 20 55.703434 6 20 55.703434 1460
     31 6 20 55.705727 6 20 55.705727 1460
     32 6 20 55.708010 6 20 55.708010 1460
     33 6 20 55.710303 6 20 55.710303 1460
     34 6 20 55.712592 6 20 55.712592 1460
     35 6 20 55.714933 6 20 55.714933 1460
     36 6 20 55.717134 6 20 55.717134 1460
     37 6 20 55.719453 6 20 55.719453 1460
     38 6 20 55.721741 6 20 55.721741 1460
     39 6 20 55.724030 6 20 55.724030 1460
     40 6 20 55.726275 6 20 55.726275 1460
     41 6 20 55.728608 6 20 55.728608 1460
     42 6 20 55.730894 6 20 55.730894 1460
     43 6 20 55.733184 6 20 55.733184 1460
     44 6 20 55.735472 6 20 55.735472 1460
     45 6 20 55.737707 6 20 55.737707 1460
     46 6 20 55.739997 6 20 55.739997 1460
     47 6 20 55.742336 6 20 55.742336 1460
     48 6 20 55.744624 6 20 55.744624 1460
     49 6 20 55.746913 6 20 55.746913 1460
     50 6 20 55.749203 6 20 55.749203 1460
      1 6 20 55.711804 6 20 55.711804 1460
      2 6 20 55.714179 6 20 55.714179 1460
      3 6 20 55.716470 6 20 55.716470 1460
      4 6 20 55.718750 6 20 55.718750 1460
      5 6 20 55.721038 6 20 55.721038 1460
      6 6 20 55.723340 6 20 55.723340 1460
      7 6 20 55.725616 6 20 55.725616 1460
      8 6 20 55.727904 6 20 55.727904 1460
      9 6 20 55.730192 6 20 55.730192 1460
     10 6 20 55.732480 6 20 55.732480 1460
     11 6 20 55.734744 6 20 55.734744 1460
     12 6 20 55.737059 6 20 55.737059 1460
     13 6 20 55.739345 6 20 55.739345 1460
     14 6 20 55.741635 6 20 55.741635 1460
     15 6 20 55.743927 6 20 55.743927 1460
     16 6 20 55.746226 6 20 55.746226 1460
     17 6 20 55.748499 6 20 55.748499 1460
     18 6 20 55.750790 6 20 55.750790 1460
     19 6 20 55.753073 6 20 55.753073 1460
     20 6 20 55.755336 6 20 55.755336 1460
     21 6 20 55.757618 6 20 55.757618 1460
     22 6 20 55.759946 6 20 55.759946 1460
     23 6 20 55.762230 6 20 55.762230 1460
     24 6 20 55.764470 6 20 55.764470 1460
     25 6 20 55.766804 6 20 55.766804 1460
     26 6 20 55.769094 6 20 55.769094 1460
     27 6 20 55.771382 6 20 55.771382 1460
     28 6 20 55.773671 6 20 55.773671 1460
     29 6 20 55.775958 6 20 55.775958 1460
     30 6 20 55.778246 6 20 55.778246 1460
     31 6 20 55.780535 6 20 55.780535 1460
     32 6 20 55.782825 6 20 55.782825 1460
     33 6 20 55.785113 6 20 55.785113 1460
     34 6 20 55.787402 6 20 55.787402 1460
     35 6 20 55.789726 6 20 55.789726 1460
     36 6 20 55.791978 6 20 55.791978 1460
     37 6 20 55.794263 6 20 55.794263 1460
     38 6 20 55.796556 6 20 55.796556 1460
     39 6 20 55.798839 6 20 55.798839 1460
     40 6 20 55.801112 6 20 55.801112 1460
     41 6 20 55.803420 6 20 55.803420 1460
     42 6 20 55.805708 6 20 55.805708 1460
     43 6 20 55.808003 6 20 55.808003 1460
     44 6 20 55.810284 6 20 55.810284 1460
     45 6 20 55.812573 6 20 55.812573 1460
     46 6 20 55.814861 6 20 55.814861 1460
     47 6 20 55.817152 6 20 55.817152 1460
     48 6 20 55.819383 6 20 55.819383 1460
     49 6 20 55.821728 6 20 55.821728 1460
     50 6 20 55.824015 6 20 55.824015 1460
     51 6 20 55.751477 6 20 55.751477 1460
     52 6 20 55.753756 6 20 55.753756 1460
     53 6 20 55.756067 6 20 55.756067 1460
     54 6 20 55.758355 6 20 55.758355 1460
     55 6 20 55.760646 6 20 55.760646 1460
     56 6 20 55.762934 6 20 55.762934 1460
     57 6 20 55.765222 6 20 55.765222 1460
     58 6 20 55.767507 6 20 55.767507 1460
     59 6 20 55.769801 6 20 55.769801 1460
     60 6 20 55.772084 6 20 55.772084 1460
     61 6 20 55.774377 6 20 55.774377 1460
     62 6 20 55.776662 6 20 55.776662 1460
     63 6 20 55.778936 6 20 55.778936 1460
     64 6 20 55.781241 6 20 55.781241 1460
     65 6 20 55.783512 6 20 55.783512 1460
     66 6 20 55.785820 6 20 55.785820 1460
     67 6 20 55.788102 6 20 55.788102 1460
     68 6 20 55.790401 6 20 55.790401 1460
     69 6 20 55.792681 6 20 55.792681 1460
     70 6 20 55.794970 6 20 55.794970 1460
     71 6 20 55.797258 6 20 55.797258 1460
     72 6 20 55.799545 6 20 55.799545 1460
     73 6 20 55.801799 6 20 55.801799 1460
     74 6 20 55.804122 6 20 55.804122 1460
     75 6 20 55.806410 6 20 55.806410 1460
     76 6 20 55.808698 6 20 55.808698 1460
     77 6 20 55.810986 6 20 55.810986 1460
     78 6 20 55.813276 6 20 55.813276 1460
     79 6 20 55.815562 6 20 55.815562 1460
     80 6 20 55.817855 6 20 55.817855 1460
     81 6 20 55.820140 6 20 55.820140 1460
     82 6 20 55.822428 6 20 55.822428 1460
     83 6 20 55.824719 6 20 55.824719 1460
     84 6 20 55.827010 6 20 55.827010 1460
     85 6 20 55.829298 6 20 55.829298 1460
     86 6 20 55.831581 6 20 55.831581 1460
     87 6 20 55.833871 6 20 55.833871 1460
     88 6 20 55.836157 6 20 55.836157 1460
     89 6 20 55.838458 6 20 55.838458 1460
     90 6 20 55.840736 6 20 55.840736 1460
     91 6 20 55.843023 6 20 55.843023 1460
     92 6 20 55.845312 6 20 55.845312 1460
     93 6 20 55.847566 6 20 55.847566 1460
     94 6 20 55.849873 6 20 55.849873 1460
     95 6 20 55.852175 6 20 55.852175 1460
     96 6 20 55.854464 6 20 55.854464 1460
     97 6 20 55.856752 6 20 55.856752 1460
     98 6 20 55.859042 6 20 55.859042 1460
     99 6 20 55.861333 6 20 55.861333 1460
    100 6 20 55.863618 6 20 55.863618 1460
     51 6 20 55.826281 6 20 55.826281 1460
     52 6 20 55.828566 6 20 55.828566 1460
     53 6 20 55.830879 6 20 55.830879 1460
